id,Attrition
1677,0.1481400309184194
1678,0.033714001634734425
1679,0.09404611437639429
1680,0.06497288695844225
1681,0.5377318855225455
1682,0.0692996894934311
1683,0.02463326162222916
1684,0.19104188694370614
1685,0.023426765003785113
1686,0.12850837061699524
1687,0.02180077110174314
1688,0.31569969490918953
1689,0.026863661468973177
1690,0.040403898468941685
1691,0.0983817426345189
1692,0.5822104486846716
1693,0.034695031994755494
1694,0.07867909179397085
1695,0.35204339710351673
1696,0.03805099464316341
1697,0.5440138130548658
1698,0.024767709666038543
1699,0.017437970012698867
1700,0.0718597193754267
1701,0.45444473114738254
1702,0.04375329710005903
1703,0.027107509703223724
1704,0.0421032599752535
1705,0.06124627150226697
1706,0.0881251345471127
1707,0.06184945692313687
1708,0.04450311153016793
1709,0.07937417871232524
1710,0.06687068584821482
1711,0.22393304319955784
1712,0.2689682424433364
1713,0.015681067438471735
1714,0.11969625458977343
1715,0.027269134027163033
1716,0.02661222046410052
1717,0.03677807821028411
1718,0.052180703223093844
1719,0.029716490017643326
1720,0.012384795317832131
1721,0.21675418325784374
1722,0.21563119170144826
1723,0.01893704409014797
1724,0.05186847448608467
1725,0.007104589785657459
1726,0.02006574928522123
1727,0.09625171239772759
1728,0.12035192919400393
1729,0.057631756515039934
1730,0.011270204722651203
1731,0.014897856143214408
1732,0.19282670232552593
1733,0.03534350786259069
1734,0.03462616209144636
1735,0.11938921836542885
1736,0.08727358362604273
1737,0.04510443919691461
1738,0.042562149118998034
1739,0.014012303763155156
1740,0.008015072097272853
1741,0.22531561476185646
1742,0.017922953321214543
1743,0.19832206821544518
1744,0.0947968624945758
1745,0.012478838556281494
1746,0.01790736608648848
1747,0.16358662304686264
1748,0.030004793841383305
1749,0.03354136354472874
1750,0.03435880205635293
1751,0.3673749914964143
1752,0.03600596490185041
1753,0.036752223392057644
1754,0.3639045475522286
1755,0.023603521489715857
1756,0.1487622942890833
1757,0.015379907044095526
1758,0.013639032613216941
1759,0.028612756661078716
1760,0.10391748935975588
1761,0.014011226218745777
1762,0.13733050262411461
1763,0.017593008710170104
1764,0.15121536097565288
1765,0.06202000722751928
1766,0.02974792867802476
1767,0.01762810928465301
1768,0.9415090220232514
1769,0.4459668122711969
1770,0.11430403489046387
1771,0.09575203128518432
1772,0.008176556680519972
1773,0.17845941241077318
1774,0.07956126984187663
1775,0.05181609439014811
1776,0.008320442966602738
1777,0.036317844943509085
1778,0.3433871343122982
1779,0.03685114486754788
1780,0.08245507487302844
1781,0.01159964386702726
1782,0.014605137154763232
1783,0.09036886843902547
1784,0.175048119642717
1785,0.345067773188429
1786,0.09774490500997977
1787,0.5005426411987196
1788,0.029843189232695785
1789,0.11235782178588555
1790,0.07715919427368038
1791,0.6296620124671511
1792,0.024461307072314604
1793,0.6929149248981534
1794,0.010494416327589622
1795,0.023847449706211665
1796,0.12806110275984692
1797,0.012979315474625957
1798,0.24582150048442944
1799,0.022961272347027845
1800,0.023662709328018526
1801,0.14464302965729003
1802,0.17558174198003962
1803,0.04878166727558517
1804,0.05730270641804246
1805,0.9195669605642373
1806,0.045510677994486035
1807,0.04675291263983591
