id,Attrition
1677,0.16721503944078978
1678,0.07588143198342881
1679,0.053462273609742934
1680,0.07317040958439512
1681,0.29849693050726117
1682,0.1727766638541579
1683,0.030418503344641384
1684,0.2289412007251879
1685,0.01847412951910086
1686,0.2541953193652622
1687,0.023081603433824368
1688,0.2634936556722284
1689,0.0399629098091842
1690,0.05888679622335861
1691,0.21324567570564476
1692,0.3995748579858377
1693,0.052132746336713394
1694,0.08296142342665494
1695,0.29323533174241984
1696,0.027710650487794693
1697,0.4329174755815526
1698,0.020149730978186113
1699,0.023440892341769066
1700,0.05670406960118489
1701,0.3004999381372823
1702,0.02867569515877431
1703,0.08340107519262296
1704,0.04710413274301417
1705,0.06886346615320009
1706,0.03130596468990528
1707,0.11629594936845755
1708,0.04981907006498477
1709,0.2107848397629683
1710,0.0694271890102781
1711,0.13818887653462655
1712,0.3942970581800106
1713,0.01433728364035073
1714,0.13462735802371217
1715,0.039573692328879605
1716,0.051927476235217596
1717,0.03792113001069774
1718,0.04101595769209506
1719,0.05273204436985136
1720,0.017732919047995607
1721,0.18431357527855946
1722,0.061730514026237
1723,0.024028327196463913
1724,0.0924692576965284
1725,0.01723495827583965
1726,0.04064157291248975
1727,0.07402541113739042
1728,0.10673118656646714
1729,0.03662006363732208
1730,0.022717438604624184
1731,0.025253350263727985
1732,0.2073020083425356
1733,0.028227873387428593
1734,0.03029545541460157
1735,0.14300148830247147
1736,0.039058777522906186
1737,0.035781600207864986
1738,0.17951335811828578
1739,0.027930571714847478
1740,0.011711276290128426
1741,0.2389035679905731
1742,0.02755894655477391
1743,0.23852227244178217
1744,0.03217508808610199
1745,0.014747832254168558
1746,0.013015615374084273
1747,0.13604444991760542
1748,0.030743296590350324
1749,0.04469000276041242
1750,0.03257870357574402
1751,0.30166048526211964
1752,0.03457360619356371
1753,0.07778512374645066
1754,0.47403640024235966
1755,0.01783492887801796
1756,0.16844075361816044
1757,0.018226790848153734
1758,0.014288542282491738
1759,0.049368351633147546
1760,0.0651875176607319
1761,0.01761548357623918
1762,0.09565569079319063
1763,0.050913235148623455
1764,0.06610103713052454
1765,0.12748817965488932
1766,0.048954655756175365
1767,0.028245193841819293
1768,0.9357044570712642
1769,0.21395176408161035
1770,0.09908132953638621
1771,0.07593593594299068
1772,0.006325657711045287
1773,0.17537839339177333
1774,0.4533929678836623
1775,0.03987144490441107
1776,0.010213457651663312
1777,0.03536972967825915
1778,0.5141613042736214
1779,0.0585400797733229
1780,0.13437542176116393
1781,0.0184824517806747
1782,0.02931612886572959
1783,0.10541549845582344
1784,0.16155233330314864
1785,0.817454019728887
1786,0.035145657937631934
1787,0.31817150955492457
1788,0.05589446577076467
1789,0.05833998639086989
1790,0.09184647536105932
1791,0.45347156720786186
1792,0.013400313041253198
1793,0.6645369484335745
1794,0.012930552487058907
1795,0.029646373512691105
1796,0.2055295994042305
1797,0.026237463271659912
1798,0.17720321831674737
1799,0.026113320280433186
1800,0.016749105595726066
1801,0.10062084927016073
1802,0.26092751948053333
1803,0.061290329870906345
1804,0.04036994731187727
1805,0.9155824175214551
1806,0.035327865650182866
1807,0.058296554641158155
1808,0.09898700069950288
1809,0.10436264817138777
1810,0.08166407548584595
1811,0.04136663303279133
1812,0.08452733524472571
1813,0.7065046918656444
1814,0.036605914873695626
1815,0.055733405266332005
1816,0.13495037400126095
1817,0.009863962060938963
1818,0.0839641532935114
1819,0.007971943897689576
1820,0.02860326451274814
1821,0.07720952622752407
1822,0.0909626689220431
1823,0.035915410138537926
1824,0.44524543314714243
1825,0.013982919275894491
1826,0.12099989132520013
1827,0.014445428627158767
1828,0.1251806970531247
1829,0.3074180697455048
1830,0.08258545195095038
1831,0.4289823780100805
1832,0.018968881595363814
1833,0.031463721637531736
1834,0.036685506578537946
1835,0.09934806961234117
1836,0.05182715507228261
1837,0.014979313813498223
1838,0.017068648845554077
1839,0.013860418571625151
1840,0.04769352440719985
1841,0.09969787724910996
1842,0.03822375178304313
1843,0.032079342382417136
1844,0.02446581942349042
1845,0.1534041799110057
1846,0.06639889571659338
1847,0.01809653065777022
1848,0.019848991831822718
1849,0.030104204868812236
1850,0.2818918507233578
1851,0.6819788741952041
1852,0.02884565132802111
1853,0.08661363583065869
1854,0.07165186898954937
1855,0.26626156984584054
1856,0.20567354486394818
1857,0.019980537327292436
1858,0.3223576384695972
1859,0.016764813986038133
1860,0.00864252592134481
1861,0.017611393945941082
1862,0.04035107958563152
1863,0.3750955571852039
1864,0.012642724951699429
1865,0.018838838201900937
1866,0.09365657398412822
1867,0.05059733301594084
1868,0.33652518828574307
1869,0.2664513733880467
1870,0.04853717887608225
1871,0.15856092418085999
1872,0.017514098707735654
1873,0.034601946804692425
1874,0.03196804935980643
1875,0.018620984189878863
1876,0.09655635346606288
1877,0.10020855934852414
1878,0.013388763465577503
1879,0.02145395333968561
1880,0.28531890292833995
1881,0.07418917960118504
1882,0.030613302353868
1883,0.011485644339259084
1884,0.03120658651960293
1885,0.11184107884425995
1886,0.6789406875502885
1887,0.025657495073888474
1888,0.09347018382138367
1889,0.04114004899863979
1890,0.169693058538868
1891,0.030454002258025456
1892,0.6372055239942563
1893,0.034558512852936075
1894,0.08584483593374999
1895,0.03954705210182986
1896,0.03241661717894256
1897,0.11804153251428191
1898,0.025595819377531377
1899,0.04328214818076594
1900,0.061190441204544435
1901,0.0675301053722072
1902,0.005020418328367757
1903,0.03561894249824139
1904,0.0362635791900946
1905,0.0193212205133178
1906,0.05746253050480469
1907,0.322640054766206
1908,0.14448228948520048
1909,0.03452116286451832
1910,0.04834523648023803
1911,0.026332035343805987
1912,0.01948810085625606
1913,0.007114354549292406
1914,0.0756276629477536
1915,0.026650616088474074
1916,0.24231226161343772
1917,0.06861936797113706
1918,0.01716182412341028
1919,0.03256388970434567
1920,0.01130741121955083
1921,0.0515764494640493
1922,0.11542053562070828
1923,0.04768437747644301
1924,0.4929931291791185
1925,0.012704900024063565
1926,0.08532654363868651
1927,0.01970175711816778
1928,0.08822001903616276
1929,0.06328610130621085
1930,0.06871340093550217
1931,0.1517512156158608
1932,0.02147086483246753
1933,0.09040718507172686
1934,0.3460890362497282
1935,0.05732245049841696
1936,0.21169119465182196
1937,0.02396716332635774
1938,0.15206501263612615
1939,0.23688311353551972
1940,0.016563442974573395
1941,0.02402909473233673
1942,0.12361518241907554
1943,0.0491316328832674
1944,0.03295885669552965
1945,0.017949444063580004
1946,0.04924920848522867
1947,0.2632073186742371
1948,0.5257844459862924
1949,0.03907592066912401
1950,0.04090891085846178
1951,0.0661403555121322
1952,0.03359901773917181
1953,0.010118929293443168
1954,0.030114645651998097
1955,0.011659435398025145
1956,0.025808821785698027
1957,0.031134694186789644
1958,0.1025234022973993
1959,0.02384994367441894
1960,0.1709504964143129
1961,0.035577456051104184
1962,0.036619354636270786
1963,0.12246355542137886
1964,0.12337459106676235
1965,0.14627966254798871
1966,0.012347372768745335
1967,0.39787972819107087
1968,0.44985541380120037
1969,0.03316612481133807
1970,0.4201298764194928
1971,0.3299733475935895
1972,0.057313383644936225
1973,0.03426260101500039
1974,0.20056898303757675
1975,0.04926846582790541
1976,0.18058610472419004
1977,0.02416621485665064
1978,0.009553017679935577
1979,0.016305300683691522
1980,0.029357778059898795
1981,0.01991472809894138
1982,0.012640897857957389
1983,0.2254717297683213
1984,0.194898028716196
