id,Attrition
1677,0.31944076750763684
1678,0.02752423828261206
1679,0.06599322196639729
1680,0.05553597747479497
1681,0.12302820154389262
1682,0.0696940415417594
1683,0.03195104391304413
1684,0.12855882056918655
1685,0.02186062171727698
1686,0.2785296191079311
1687,0.027121324716838625
1688,0.22698743620039077
1689,0.020579836021679152
1690,0.06614896440618558
1691,0.09671041890010006
1692,0.45315095448736176
1693,0.08996221635496084
1694,0.18113197910464435
1695,0.3968857240525915
1696,0.06291502270686462
1697,0.33423346459049136
1698,0.02685250818657046
1699,0.03380059464571913
1700,0.056969291768677925
1701,0.2500486569744114
1702,0.027835196558940917
1703,0.017064920921992837
1704,0.04971111688507885
1705,0.08071382179519537
1706,0.20193377458991035
1707,0.13721521395494152
1708,0.030393161679765652
1709,0.08128420530277873
1710,0.11293184911231455
1711,0.2983354748251014
1712,0.5629372351450489
1713,0.00798677741033417
1714,0.17660837259910137
1715,0.06943279746180957
1716,0.05345598267099007
1717,0.019409165003192726
1718,0.06490342111824642
1719,0.03542015916335421
1720,0.010066273907397368
1721,0.19728897164438838
1722,0.1589510756784764
1723,0.025343498080545597
1724,0.028409958789157558
1725,0.015397677769855657
1726,0.06802707397316621
1727,0.11729642086805703
1728,0.12101889114653432
1729,0.04125992611682859
1730,0.08865558775181374
1731,0.024283002950187992
1732,0.30905440326816785
1733,0.02581091078125933
1734,0.04397129538325881
1735,0.08500113543719894
1736,0.09200681721912783
1737,0.10897583320827556
1738,0.05007126404922241
1739,0.011922508331736846
1740,0.018286114451465142
1741,0.3412737758722516
1742,0.031250687586460234
1743,0.311283381922286
1744,0.06547570723990372
1745,0.014840855371026754
1746,0.022831082446279533
1747,0.21685921719395837
1748,0.03710655527590701
1749,0.030400105848414263
1750,0.022951185816233514
1751,0.3939445993651068
1752,0.038518755534548164
1753,0.010897280901179782
1754,0.601887534208452
1755,0.03527582255257012
1756,0.11510885728298435
1757,0.02014667168063096
1758,0.019145300166323945
1759,0.02153404814747574
1760,0.05615172642066622
1761,0.014374412427141544
1762,0.05039101331005977
1763,0.021111728731864413
1764,0.18724395317146478
1765,0.10622425695113108
1766,0.06757321719374348
1767,0.017158265312440815
1768,0.9462278938409825
1769,0.31839109608385247
1770,0.18619608630849713
1771,0.1370207258458909
1772,0.00927075873067023
1773,0.22125452164806328
1774,0.4919570914439539
1775,0.04472619719098998
1776,0.020198458219196337
1777,0.0328790774557261
1778,0.3784806604458598
1779,0.07006499935738579
1780,0.24836839721633786
1781,0.01723868749576665
1782,0.020313569046796466
1783,0.05284236212218883
1784,0.22090475303527699
1785,0.9062563193710681
1786,0.025777791523151756
1787,0.19584896862460593
1788,0.01905775242131193
1789,0.1012619398800442
1790,0.09435904504395709
1791,0.5798769188043373
1792,0.02394714511934596
1793,0.41901311524796353
1794,0.013893798762906116
1795,0.013116032007510216
1796,0.5529291799579544
1797,0.014178658249508515
1798,0.14086531799447374
1799,0.03406254022105879
1800,0.01940029530245995
1801,0.1570875384447948
1802,0.22425969871615412
1803,0.04519723428273335
1804,0.10046133086414455
1805,0.9343515290191494
1806,0.05619153121089821
1807,0.054824197302599
1808,0.054635010352834835
1809,0.11157048309659015
1810,0.09778196533084463
1811,0.03452637299833763
1812,0.09971458471499466
1813,0.6797903824866962
1814,0.025440704319459335
1815,0.042541960059262696
1816,0.21244414826632657
1817,0.004304585207004258
1818,0.20887213313720257
1819,0.012019381010001436
1820,0.00737624171304789
1821,0.10260241390894746
1822,0.062467688013626226
1823,0.03890482486270374
1824,0.40525446005770777
1825,0.021655679755534153
1826,0.09981563209694763
1827,0.014294072947556887
1828,0.10133062766221264
1829,0.43774100130790883
1830,0.12304820861409901
1831,0.680476395431046
1832,0.009794806411956345
1833,0.028481442142634733
1834,0.02870140877504265
1835,0.04935787335156348
1836,0.023123708429326525
1837,0.040688323447099634
1838,0.015598725875542981
1839,0.010481447812855553
1840,0.045760584143874766
1841,0.05358410214627102
1842,0.036477961636348984
1843,0.023294704386592643
1844,0.017613730413160986
1845,0.030310153293347148
1846,0.048965945535661595
1847,0.029198125082712613
1848,0.014681071140101448
1849,0.02572880986313976
1850,0.14676438888228818
1851,0.7439615101511452
1852,0.06848474496484505
1853,0.07993829923986838
1854,0.07371065375139522
1855,0.45483730218723684
1856,0.4803870998358868
1857,0.009936840105278679
1858,0.11926920818049679
1859,0.017184425447911694
1860,0.012135231875683716
1861,0.011179423311686129
1862,0.07391186150453881
1863,0.3436993478961343
1864,0.011594032936160657
1865,0.02488431728468127
1866,0.05207947844019843
1867,0.050906552596542046
1868,0.3021102808226854
1869,0.24326172965759302
1870,0.08283807718405657
1871,0.04750640358619272
1872,0.030828860926542166
1873,0.06691622134966368
1874,0.11381989626323133
1875,0.025414881865622612
1876,0.0425628495077452
1877,0.1098932115751136
1878,0.0180273053577544
1879,0.03729903265475158
1880,0.2567177792953508
1881,0.1275351541186291
1882,0.03038898863186829
1883,0.01992681236567598
1884,0.023203274246224738
1885,0.084833007323547
1886,0.6083455520271694
1887,0.03090327580769022
1888,0.2005692025395162
1889,0.036916476687896466
1890,0.1086782170954117
1891,0.02118214555662475
1892,0.7584310511419883
1893,0.041474592530348735
1894,0.01658216076889612
1895,0.021384939754066246
1896,0.01024906277445405
1897,0.04539768092768023
1898,0.03303286551848854
1899,0.029701554804305096
1900,0.3285306778626483
1901,0.14709489256665562
1902,0.00817549319939059
1903,0.026664615457768284
1904,0.029442454523024585
1905,0.028308938285120495
1906,0.059256520762989005
1907,0.45731589574597026
1908,0.07811934100227766
1909,0.026932533298734487
1910,0.05620417536124659
1911,0.014702146176029905
1912,0.016742015114892993
1913,0.023185776947411214
1914,0.04999124079558568
1915,0.01351209066368178
1916,0.0567226501820027
1917,0.12048204493886543
1918,0.017362578052538616
1919,0.028392521900014303
1920,0.01414967636428662
1921,0.039643944026788634
1922,0.06523664412155564
1923,0.0321184694999665
1924,0.839542369483479
1925,0.015517378489730093
1926,0.04634202235968635
1927,0.00954588557661212
1928,0.14257333794895025
1929,0.044366642609024926
